ping_id,vehicle_id,operator_id,lat,lon,speed_kmph,recorded_at,received_at
P-0006097,V-08,6,19.083022,72.896996,18.8,2026-06-16T07:38:30+05:30,2026-06-16T07:38:35+05:30
P-0006098,V-08,6,19.082739,72.89691,24.6,2026-06-16T07:38:40+05:30,2026-06-16T07:38:46+05:30
P-0006099,V-08,6,19.082667,72.896848,21.8,2026-06-16T07:38:50+05:30,2026-06-16T07:38:51+05:30
P-0006100,V-08,6,19.082721,72.896709,18.2,2026-06-16T07:39:00+05:30,2026-06-16T07:39:05+05:30
P-0006101,V-08,6,19.082582,72.89647,18.4,2026-06-16T07:39:10+05:30,2026-06-16T07:39:12+05:30
P-0006102,V-08,6,19.082536,72.896391,19.3,2026-06-16T07:39:20+05:30,2026-06-16T07:39:26+05:30
P-0006103,V-08,6,19.082332,72.895991,18.6,2026-06-16T07:39:30+05:30,2026-06-16T07:39:34+05:30
P-0006104,V-08,6,19.08203,72.896174,23.5,2026-06-16T07:39:40+05:30,2026-06-16T07:39:45+05:30
P-0006105,V-08,6,19.082185,72.895946,19.4,2026-06-16T07:39:50+05:30,2026-06-16T07:39:53+05:30
P-0006106,V-08,6,19.08206,72.89567,16.6,2026-06-16T07:40:00+05:30,2026-06-16T07:40:06+05:30
P-0006107,V-08,6,19.081501,72.895721,26.1,2026-06-16T07:40:10+05:30,2026-06-16T07:40:14+05:30
P-0006108,V-08,6,19.081724,72.895625,22.8,2026-06-16T07:40:20+05:30,2026-06-16T07:40:21+05:30
P-0006109,V-08,6,19.081281,72.895203,20.9,2026-06-16T07:40:30+05:30,2026-06-16T07:40:35+05:30
P-0006110,V-08,6,19.081247,72.894963,23.3,2026-06-16T07:40:40+05:30,2026-06-16T07:40:44+05:30
P-0006111,V-08,6,19.081139,72.894937,19.1,2026-06-16T07:40:50+05:30,2026-06-16T07:40:51+05:30
P-0006112,V-08,6,19.080805,72.894982,19.4,2026-06-16T07:41:00+05:30,2026-06-16T07:41:04+05:30
P-0006113,V-08,6,19.080774,72.894815,17.1,2026-06-16T07:41:10+05:30,2026-06-16T07:41:14+05:30
P-0006114,V-08,6,19.081011,72.89438,15.8,2026-06-16T07:41:20+05:30,2026-06-16T07:41:21+05:30
P-0006115,V-08,6,19.080772,72.894562,20.6,2026-06-16T07:41:30+05:30,2026-06-16T07:41:35+05:30
P-0006116,V-08,6,19.080626,72.894169,15.8,2026-06-16T07:41:40+05:30,2026-06-16T07:41:43+05:30
P-0006117,V-08,6,19.08027,72.893796,24.9,2026-06-16T07:41:50+05:30,2026-06-16T07:41:56+05:30
P-0006118,V-08,6,19.080095,72.893697,24.6,2026-06-16T07:42:00+05:30,2026-06-16T07:42:04+05:30
P-0006119,V-08,6,19.080038,72.893719,18.4,2026-06-16T07:42:10+05:30,2026-06-16T07:42:12+05:30
P-0006120,V-08,6,19.080138,72.893584,23.9,2026-06-16T07:42:20+05:30,2026-06-16T07:42:23+05:30
P-0006121,V-08,6,19.080091,72.893258,17.8,2026-06-16T07:42:30+05:30,2026-06-16T07:42:34+05:30
P-0006122,V-08,6,19.07985,72.893123,19.1,2026-06-16T07:42:40+05:30,2026-06-16T07:42:46+05:30
P-0006123,V-08,6,19.079459,72.893233,24.2,2026-06-16T07:42:50+05:30,2026-06-16T07:42:53+05:30
P-0006124,V-08,6,19.079425,72.892918,17.1,2026-06-16T07:43:00+05:30,2026-06-16T07:43:03+05:30
P-0006125,V-08,6,19.07961,72.892729,14.1,2026-06-16T07:43:10+05:30,2026-06-16T07:43:13+05:30
P-0006126,V-08,6,19.079049,72.892532,24.4,2026-06-16T07:43:20+05:30,2026-06-16T07:43:26+05:30
P-0006127,V-08,6,19.079059,72.892533,24.0,2026-06-16T07:43:30+05:30,2026-06-16T07:43:32+05:30
P-0006128,V-08,6,19.07876,72.892343,23.8,2026-06-16T07:43:40+05:30,2026-06-16T07:43:42+05:30
P-0006129,V-08,6,19.078924,72.892,21.9,2026-06-16T07:43:50+05:30,2026-06-16T07:43:54+05:30
P-0006130,V-08,6,19.07896,72.891966,13.3,2026-06-16T07:44:00+05:30,2026-06-16T07:44:04+05:30
P-0006131,V-08,6,19.07838,72.891982,19.1,2026-06-16T07:44:10+05:30,2026-06-16T07:44:16+05:30
P-0006132,V-08,6,19.07856,72.891676,21.2,2026-06-16T07:44:20+05:30,2026-06-16T07:44:25+05:30
P-0006133,V-08,6,19.078402,72.891765,12.9,2026-06-16T07:44:30+05:30,2026-06-16T07:44:32+05:30
P-0006134,V-08,6,19.078077,72.891579,22.8,2026-06-16T07:44:40+05:30,2026-06-16T07:44:44+05:30
P-0006135,V-08,6,19.077855,72.891263,12.4,2026-06-16T07:44:50+05:30,2026-06-16T07:44:56+05:30
P-0006136,V-08,6,19.077958,72.891131,17.1,2026-06-16T07:45:00+05:30,2026-06-16T07:45:01+05:30
P-0006137,V-08,6,19.077789,72.891023,13.1,2026-06-16T07:45:10+05:30,2026-06-16T07:45:14+05:30
P-0006138,V-08,6,19.077764,72.890948,13.8,2026-06-16T07:45:20+05:30,2026-06-16T07:45:25+05:30
P-0006139,V-08,6,19.077805,72.89066,13.0,2026-06-16T07:45:30+05:30,2026-06-16T07:45:36+05:30
P-0006140,V-08,6,19.077759,72.890667,23.3,2026-06-16T07:45:40+05:30,2026-06-16T07:45:41+05:30
P-0006141,V-08,6,19.077361,72.890442,16.0,2026-06-16T07:45:50+05:30,2026-06-16T07:45:56+05:30
P-0006142,V-08,6,19.077325,72.890161,17.9,2026-06-16T07:46:00+05:30,2026-06-16T07:46:02+05:30
P-0006143,V-08,6,19.077362,72.889919,19.7,2026-06-16T07:46:10+05:30,2026-06-16T07:46:14+05:30
P-0006144,V-08,6,19.077225,72.889572,16.3,2026-06-16T07:46:20+05:30,2026-06-16T07:46:25+05:30
P-0006145,V-08,6,19.077395,72.889321,13.1,2026-06-16T07:46:30+05:30,2026-06-16T07:46:34+05:30
P-0006146,V-08,6,19.077328,72.889561,22.6,2026-06-16T07:46:40+05:30,2026-06-16T07:46:45+05:30
P-0006147,V-08,6,19.07718,72.889103,19.3,2026-06-16T07:46:50+05:30,2026-06-16T07:46:56+05:30
P-0006148,V-08,6,19.077089,72.889028,15.3,2026-06-16T07:47:00+05:30,2026-06-16T07:47:04+05:30
P-0006149,V-08,6,19.076596,72.88866,22.2,2026-06-16T07:47:10+05:30,2026-06-16T07:47:14+05:30
P-0006150,V-08,6,19.076756,72.888528,18.9,2026-06-16T07:47:20+05:30,2026-06-16T07:47:24+05:30
P-0006151,V-08,6,19.07686,72.888684,21.8,2026-06-16T07:47:30+05:30,2026-06-16T07:47:35+05:30
P-0006152,V-08,6,19.076565,72.888326,19.8,2026-06-16T07:47:40+05:30,2026-06-16T07:47:44+05:30
P-0006153,V-08,6,19.07666,72.88819,16.2,2026-06-16T07:47:50+05:30,2026-06-16T07:47:52+05:30
P-0006154,V-08,6,19.076411,72.887818,22.8,2026-06-16T07:48:00+05:30,2026-06-16T07:48:04+05:30
P-0006155,V-08,6,19.076177,72.887617,22.1,2026-06-16T07:48:10+05:30,2026-06-16T07:48:15+05:30
P-0006156,V-08,6,19.076351,72.887517,19.8,2026-06-16T07:48:20+05:30,2026-06-16T07:48:25+05:30
P-0006157,V-08,6,19.076343,72.88748,23.7,2026-06-16T07:48:30+05:30,2026-06-16T07:48:34+05:30
P-0006158,V-08,6,19.076025,72.887428,16.1,2026-06-16T07:48:40+05:30,2026-06-16T07:48:42+05:30
P-0006159,V-08,6,19.075989,72.886852,23.6,2026-06-16T07:48:50+05:30,2026-06-16T07:48:53+05:30
P-0006160,V-08,6,19.0759,72.886741,13.9,2026-06-16T07:49:00+05:30,2026-06-16T07:49:05+05:30
P-0006161,V-08,6,19.075593,72.886603,14.1,2026-06-16T07:49:10+05:30,2026-06-16T07:49:11+05:30
P-0006162,V-08,6,19.075919,72.886694,14.2,2026-06-16T07:49:20+05:30,2026-06-16T07:49:23+05:30
P-0006163,V-08,6,19.075404,72.886479,18.9,2026-06-16T07:49:30+05:30,2026-06-16T07:49:32+05:30
P-0006164,V-08,6,19.075682,72.886201,15.7,2026-06-16T07:49:40+05:30,2026-06-16T07:49:44+05:30
P-0006165,V-08,6,19.075536,72.886071,17.2,2026-06-16T07:49:50+05:30,2026-06-16T07:49:52+05:30
P-0006166,V-08,6,19.075555,72.885832,14.8,2026-06-16T07:50:00+05:30,2026-06-16T07:50:01+05:30
P-0006167,V-08,6,19.075118,72.885572,19.7,2026-06-16T07:50:10+05:30,2026-06-16T07:50:15+05:30
P-0006168,V-08,6,19.074949,72.88562,22.7,2026-06-16T07:50:20+05:30,2026-06-16T07:50:26+05:30
P-0006169,V-08,6,19.074781,72.885482,15.2,2026-06-16T07:50:30+05:30,2026-06-16T07:50:31+05:30
P-0006170,V-08,6,19.074697,72.885107,15.7,2026-06-16T07:50:40+05:30,2026-06-16T07:50:46+05:30
P-0006171,V-08,6,19.074692,72.88476,22.8,2026-06-16T07:50:50+05:30,2026-06-16T07:50:54+05:30
P-0006172,V-08,6,19.074753,72.884738,23.5,2026-06-16T07:51:00+05:30,2026-06-16T07:51:06+05:30
P-0006173,V-08,6,19.074582,72.88453,15.9,2026-06-16T07:51:10+05:30,2026-06-16T07:51:12+05:30
P-0006174,V-08,6,19.074519,72.884602,22.9,2026-06-16T07:51:20+05:30,2026-06-16T07:51:26+05:30
P-0006175,V-08,6,19.074624,72.884338,21.3,2026-06-16T07:51:30+05:30,2026-06-16T07:51:34+05:30
P-0006176,V-08,6,19.074348,72.883841,22.4,2026-06-16T07:51:40+05:30,2026-06-16T07:51:42+05:30
P-0006177,V-08,6,19.074196,72.88416,24.7,2026-06-16T07:51:50+05:30,2026-06-16T07:51:53+05:30
P-0006178,V-08,6,19.07422,72.883757,19.5,2026-06-16T07:52:00+05:30,2026-06-16T07:52:04+05:30
P-0006179,V-08,6,19.07404,72.883718,15.9,2026-06-16T07:52:10+05:30,2026-06-16T07:52:13+05:30
P-0006180,V-08,6,19.074006,72.883566,20.3,2026-06-16T07:52:20+05:30,2026-06-16T07:52:25+05:30
P-0006181,V-08,6,19.073782,72.883034,18.9,2026-06-16T07:52:30+05:30,2026-06-16T07:52:35+05:30
P-0006182,V-08,6,19.07352,72.88323,17.3,2026-06-16T07:52:40+05:30,2026-06-16T07:52:43+05:30
P-0006183,V-08,6,19.073404,72.883014,16.0,2026-06-16T07:52:50+05:30,2026-06-16T07:52:53+05:30
P-0006184,V-08,6,19.073627,72.882869,14.5,2026-06-16T07:53:00+05:30,2026-06-16T07:53:01+05:30
P-0006185,V-08,6,19.073495,72.882492,23.8,2026-06-16T07:53:10+05:30,2026-06-16T07:53:12+05:30
P-0006186,V-08,6,19.073195,72.882186,14.9,2026-06-16T07:53:20+05:30,2026-06-16T07:53:21+05:30
P-0006187,V-08,6,19.073332,72.882236,21.1,2026-06-16T07:53:30+05:30,2026-06-16T07:53:35+05:30
P-0006188,V-08,6,19.072873,72.881969,18.6,2026-06-16T07:53:40+05:30,2026-06-16T07:53:41+05:30
P-0006189,V-08,6,19.072919,72.881634,20.0,2026-06-16T07:53:50+05:30,2026-06-16T07:53:56+05:30
P-0006190,V-08,6,19.072651,72.881492,26.0,2026-06-16T07:54:00+05:30,2026-06-16T07:54:01+05:30
P-0006191,V-08,6,19.072914,72.881413,14.6,2026-06-16T07:54:10+05:30,2026-06-16T07:54:11+05:30
P-0006192,V-08,6,19.072816,72.881613,16.0,2026-06-16T07:54:20+05:30,2026-06-16T07:54:24+05:30
P-0006193,V-08,6,19.072492,72.881319,17.9,2026-06-16T07:54:30+05:30,2026-06-16T07:54:35+05:30
P-0006194,V-08,6,19.072558,72.880865,22.9,2026-06-16T07:54:40+05:30,2026-06-16T07:54:44+05:30
P-0006195,V-08,6,19.072281,72.880921,19.7,2026-06-16T07:54:50+05:30,2026-06-16T07:54:55+05:30
P-0006196,V-08,6,19.072308,72.880491,23.5,2026-06-16T07:55:00+05:30,2026-06-16T07:55:02+05:30
P-0006197,V-08,6,19.07193,72.880297,26.7,2026-06-16T07:55:10+05:30,2026-06-16T07:55:15+05:30
P-0006198,V-08,6,19.071964,72.880274,22.1,2026-06-16T07:55:20+05:30,2026-06-16T07:55:23+05:30
P-0006199,V-08,6,19.07194,72.880323,17.0,2026-06-16T07:55:30+05:30,2026-06-16T07:55:35+05:30
P-0006200,V-08,6,19.071796,72.880216,21.0,2026-06-16T07:55:40+05:30,2026-06-16T07:55:45+05:30
P-0006201,V-08,6,19.071705,72.87965,16.0,2026-06-16T07:55:50+05:30,2026-06-16T07:55:54+05:30
P-0006202,V-08,6,19.071559,72.879451,22.9,2026-06-16T07:56:00+05:30,2026-06-16T07:56:01+05:30
P-0006203,V-08,6,19.071532,72.879354,21.2,2026-06-16T07:56:10+05:30,2026-06-16T07:56:13+05:30
P-0006204,V-08,6,19.071375,72.879461,20.5,2026-06-16T07:56:20+05:30,2026-06-16T07:56:25+05:30
P-0006205,V-08,6,19.071106,72.879,28.1,2026-06-16T07:56:30+05:30,2026-06-16T07:56:32+05:30
P-0006206,V-08,6,19.07137,72.879108,20.4,2026-06-16T07:56:40+05:30,2026-06-16T07:56:42+05:30
P-0006207,V-08,6,19.07114,72.878772,25.4,2026-06-16T07:56:50+05:30,2026-06-16T07:56:53+05:30
P-0006208,V-08,6,19.070845,72.878545,27.0,2026-06-16T07:57:00+05:30,2026-06-16T07:57:06+05:30
P-0006209,V-08,6,19.070635,72.87834,21.4,2026-06-16T07:57:10+05:30,2026-06-16T07:57:14+05:30
P-0006210,V-08,6,19.070847,72.87847,23.7,2026-06-16T07:57:20+05:30,2026-06-16T07:57:24+05:30
P-0006211,V-08,6,19.070441,72.878392,18.0,2026-06-16T07:57:30+05:30,2026-06-16T07:57:34+05:30
P-0006212,V-08,6,19.07049,72.87782,25.4,2026-06-16T07:57:40+05:30,2026-06-16T07:57:45+05:30
P-0006213,V-08,6,19.070275,72.877555,18.9,2026-06-16T07:57:50+05:30,2026-06-16T07:57:56+05:30
P-0006214,V-08,6,19.070351,72.877414,21.1,2026-06-16T07:58:00+05:30,2026-06-16T07:58:02+05:30
P-0006215,V-08,6,19.070141,72.877423,27.5,2026-06-16T07:58:10+05:30,2026-06-16T07:58:11+05:30
P-0006216,V-08,6,19.070284,72.877466,27.4,2026-06-16T07:58:20+05:30,2026-06-16T07:58:23+05:30
P-0006217,V-08,6,19.070266,72.876948,23.0,2026-06-16T07:58:30+05:30,2026-06-16T07:58:34+05:30
P-0006218,V-08,6,19.069779,72.876825,24.4,2026-06-16T07:58:40+05:30,2026-06-16T07:58:43+05:30
P-0006219,V-08,6,19.070029,72.876936,30.1,2026-06-16T07:58:50+05:30,2026-06-16T07:58:51+05:30
P-0006220,V-08,6,19.069625,72.876465,21.2,2026-06-16T07:59:00+05:30,2026-06-16T07:59:04+05:30
P-0006221,V-08,6,19.069926,72.87652,24.4,2026-06-16T07:59:10+05:30,2026-06-16T07:59:14+05:30
P-0006222,V-08,6,19.069611,72.87618,27.5,2026-06-16T07:59:20+05:30,2026-06-16T07:59:22+05:30
P-0006223,V-08,6,19.069801,72.875894,19.1,2026-06-16T07:59:30+05:30,2026-06-16T07:59:32+05:30
P-0006224,V-08,6,19.069457,72.875909,22.8,2026-06-16T07:59:40+05:30,2026-06-16T07:59:41+05:30
P-0006225,V-08,6,19.069289,72.875529,27.4,2026-06-16T07:59:50+05:30,2026-06-16T07:59:55+05:30
P-0006226,V-08,6,19.069097,72.875563,23.1,2026-06-16T08:00:00+05:30,2026-06-16T08:00:05+05:30
P-0006227,V-08,6,19.068981,72.875458,23.2,2026-06-16T08:00:10+05:30,2026-06-16T08:00:12+05:30
P-0006228,V-08,6,19.06913,72.875275,25.5,2026-06-16T08:00:20+05:30,2026-06-16T08:00:25+05:30
P-0006229,V-08,6,19.068885,72.874927,31.2,2026-06-16T08:00:30+05:30,2026-06-16T08:00:35+05:30
P-0006230,V-08,6,19.068765,72.874903,30.6,2026-06-16T08:00:40+05:30,2026-06-16T08:00:44+05:30
P-0006231,V-08,6,19.068716,72.8748,27.1,2026-06-16T08:00:50+05:30,2026-06-16T08:00:54+05:30
P-0006232,V-08,6,19.068584,72.87416,31.7,2026-06-16T08:01:00+05:30,2026-06-16T08:01:05+05:30
P-0006233,V-08,6,19.06848,72.874165,30.7,2026-06-16T08:01:10+05:30,2026-06-16T08:01:16+05:30
P-0006234,V-08,6,19.068849,72.87398,24.6,2026-06-16T08:01:20+05:30,2026-06-16T08:01:26+05:30
P-0006235,V-08,6,19.068432,72.874005,30.9,2026-06-16T08:01:30+05:30,2026-06-16T08:01:36+05:30
P-0006236,V-08,6,19.068634,72.873524,27.8,2026-06-16T08:01:40+05:30,2026-06-16T08:01:44+05:30
P-0006237,V-08,6,19.06844,72.873501,24.3,2026-06-16T08:01:50+05:30,2026-06-16T08:01:54+05:30
P-0006238,V-08,6,19.068087,72.873539,24.2,2026-06-16T08:02:00+05:30,2026-06-16T08:02:02+05:30
P-0006239,V-08,6,19.068396,72.873341,30.3,2026-06-16T08:02:10+05:30,2026-06-16T08:02:14+05:30
P-0006240,V-08,6,19.067883,72.873123,29.0,2026-06-16T08:02:20+05:30,2026-06-16T08:02:25+05:30
P-0006241,V-08,6,19.068008,72.872977,33.6,2026-06-16T08:02:30+05:30,2026-06-16T08:02:34+05:30
P-0006242,V-08,6,19.067912,72.872709,32.3,2026-06-16T08:02:40+05:30,2026-06-16T08:02:41+05:30
P-0006243,V-08,6,19.067641,72.872652,32.4,2026-06-16T08:02:50+05:30,2026-06-16T08:02:53+05:30
P-0006244,V-08,6,19.067646,72.872281,26.6,2026-06-16T08:03:00+05:30,2026-06-16T08:03:03+05:30
P-0006245,V-08,6,19.067578,72.872268,31.2,2026-06-16T08:03:10+05:30,2026-06-16T08:03:15+05:30
P-0006246,V-08,6,19.067345,72.872114,32.6,2026-06-16T08:03:20+05:30,2026-06-16T08:03:21+05:30
P-0006247,V-08,6,19.067623,72.871523,31.5,2026-06-16T08:03:30+05:30,2026-06-16T08:03:35+05:30
P-0006248,V-08,6,19.067414,72.871608,31.5,2026-06-16T08:03:40+05:30,2026-06-16T08:03:44+05:30
P-0006249,V-08,6,19.067527,72.871547,29.4,2026-06-16T08:03:50+05:30,2026-06-16T08:03:52+05:30
P-0006250,V-08,6,19.067268,72.871308,24.9,2026-06-16T08:04:00+05:30,2026-06-16T08:04:06+05:30
P-0006251,V-08,6,19.067183,72.870832,34.3,2026-06-16T08:04:10+05:30,2026-06-16T08:04:13+05:30
P-0006252,V-08,6,19.067186,72.87056,28.7,2026-06-16T08:04:20+05:30,2026-06-16T08:04:23+05:30
P-0006253,V-08,6,19.066833,72.870683,34.6,2026-06-16T08:04:30+05:30,2026-06-16T08:04:33+05:30
P-0006254,V-08,6,19.067042,72.870298,25.9,2026-06-16T08:04:40+05:30,2026-06-16T08:04:44+05:30
P-0006255,V-08,6,19.066718,72.870383,30.8,2026-06-16T08:04:50+05:30,2026-06-16T08:04:54+05:30
P-0006256,V-08,6,19.066657,72.870143,30.3,2026-06-16T08:05:00+05:30,2026-06-16T08:05:02+05:30
P-0006257,V-08,6,19.066581,72.869939,25.3,2026-06-16T08:05:10+05:30,2026-06-16T08:05:11+05:30
P-0006258,V-08,6,19.066714,72.869565,35.8,2026-06-16T08:05:20+05:30,2026-06-16T08:05:23+05:30
P-0006259,V-08,6,19.066658,72.869543,34.4,2026-06-16T08:05:30+05:30,2026-06-16T08:05:34+05:30
P-0006260,V-08,6,19.066201,72.86951,30.5,2026-06-16T08:05:40+05:30,2026-06-16T08:05:41+05:30
P-0006261,V-08,6,19.066331,72.869143,31.4,2026-06-16T08:05:50+05:30,2026-06-16T08:05:55+05:30
P-0006262,V-08,6,19.066066,72.869002,37.1,2026-06-16T08:06:00+05:30,2026-06-16T08:06:06+05:30
P-0006263,V-04,5,19.204206,72.852678,31.6,2026-06-16T06:43:00+05:30,2026-06-16T07:30:06+05:30
P-0006264,V-04,5,19.203713,72.852391,30.1,2026-06-16T06:43:10+05:30,2026-06-16T07:30:15+05:30
P-0006265,V-04,5,19.203192,72.852323,31.8,2026-06-16T06:43:20+05:30,2026-06-16T07:30:22+05:30
P-0006266,V-04,5,19.202851,72.852778,30.4,2026-06-16T06:43:30+05:30,2026-06-16T07:30:35+05:30
P-0006267,V-04,5,19.202192,72.852395,33.9,2026-06-16T06:43:40+05:30,2026-06-16T07:30:43+05:30
P-0006268,V-04,5,19.201806,72.85247,28.0,2026-06-16T06:43:50+05:30,2026-06-16T07:30:52+05:30
P-0006269,V-04,5,19.201654,72.852468,35.2,2026-06-16T06:44:00+05:30,2026-06-16T07:31:01+05:30
P-0006270,V-04,5,19.200992,72.852589,30.8,2026-06-16T06:44:10+05:30,2026-06-16T07:31:11+05:30
P-0006271,V-04,5,19.200566,72.852389,32.6,2026-06-16T06:44:20+05:30,2026-06-16T07:31:25+05:30
P-0006272,V-04,5,19.199966,72.852787,26.8,2026-06-16T06:44:30+05:30,2026-06-16T07:31:35+05:30
P-0006273,V-04,5,19.199634,72.852603,34.4,2026-06-16T06:44:40+05:30,2026-06-16T07:31:42+05:30
P-0006274,V-04,5,19.199009,72.852478,36.2,2026-06-16T06:44:50+05:30,2026-06-16T07:31:56+05:30
P-0006275,V-04,5,19.198912,72.852542,31.4,2026-06-16T06:45:00+05:30,2026-06-16T07:32:02+05:30
P-0006276,V-04,5,19.1982,72.852805,29.5,2026-06-16T06:45:10+05:30,2026-06-16T07:32:11+05:30
P-0006277,V-04,5,19.198039,72.852862,31.4,2026-06-16T06:45:20+05:30,2026-06-16T07:32:25+05:30
P-0006278,V-04,5,19.197283,72.852786,30.1,2026-06-16T06:45:30+05:30,2026-06-16T07:32:35+05:30
P-0006279,V-04,5,19.196966,72.8529,30.3,2026-06-16T06:45:40+05:30,2026-06-16T07:32:46+05:30
P-0006280,V-04,5,19.196756,72.852728,28.6,2026-06-16T06:45:50+05:30,2026-06-16T07:32:52+05:30
P-0006281,V-04,5,19.195999,72.852546,29.0,2026-06-16T06:46:00+05:30,2026-06-16T07:33:05+05:30
P-0006282,V-04,5,19.195751,72.852849,27.4,2026-06-16T06:46:10+05:30,2026-06-16T07:33:11+05:30
P-0006283,V-04,5,19.195332,72.8527,30.5,2026-06-16T06:46:20+05:30,2026-06-16T07:33:25+05:30
P-0006284,V-04,5,19.194519,72.852723,28.3,2026-06-16T06:46:30+05:30,2026-06-16T07:33:34+05:30
P-0006285,V-04,5,19.194303,72.85255,29.3,2026-06-16T06:46:40+05:30,2026-06-16T07:33:42+05:30
P-0006286,V-04,5,19.193577,72.852681,29.1,2026-06-16T06:46:50+05:30,2026-06-16T07:33:56+05:30
P-0006287,V-04,5,19.193382,72.852684,28.3,2026-06-16T06:47:00+05:30,2026-06-16T07:34:06+05:30
P-0006288,V-04,5,19.192767,72.853035,31.9,2026-06-16T06:47:10+05:30,2026-06-16T07:34:12+05:30
P-0006289,V-04,5,19.192475,72.852942,33.1,2026-06-16T06:47:20+05:30,2026-06-16T07:34:26+05:30
P-0006290,V-04,5,19.192182,72.853027,34.1,2026-06-16T06:47:30+05:30,2026-06-16T07:34:35+05:30
P-0006291,V-04,5,19.191288,72.852739,30.1,2026-06-16T06:47:40+05:30,2026-06-16T07:34:41+05:30
P-0006292,V-04,5,19.190953,72.853121,34.5,2026-06-16T06:47:50+05:30,2026-06-16T07:34:51+05:30
P-0006293,V-04,5,19.19059,72.852958,27.1,2026-06-16T06:48:00+05:30,2026-06-16T07:35:01+05:30
P-0006294,V-04,5,19.190184,72.852751,29.9,2026-06-16T06:48:10+05:30,2026-06-16T07:35:15+05:30
P-0006295,V-04,5,19.18949,72.852991,27.9,2026-06-16T06:48:20+05:30,2026-06-16T07:35:21+05:30
P-0006296,V-04,5,19.189335,72.852868,26.4,2026-06-16T06:48:30+05:30,2026-06-16T07:35:32+05:30
P-0006297,V-04,5,19.188646,72.853099,23.7,2026-06-16T06:48:40+05:30,2026-06-16T07:35:44+05:30
P-0006298,V-04,5,19.188233,72.853033,31.0,2026-06-16T06:48:50+05:30,2026-06-16T07:35:51+05:30
P-0006299,V-04,5,19.187749,72.85318,26.7,2026-06-16T06:49:00+05:30,2026-06-16T07:36:06+05:30
P-0006300,V-04,5,19.187388,72.852895,26.8,2026-06-16T06:49:10+05:30,2026-06-16T07:36:12+05:30
P-0006301,V-04,5,19.186818,72.852819,23.7,2026-06-16T06:49:20+05:30,2026-06-16T07:36:25+05:30
P-0006302,V-04,5,19.186443,72.852848,23.3,2026-06-16T06:49:30+05:30,2026-06-16T07:36:34+05:30
P-0006303,V-04,5,19.186002,72.852916,22.7,2026-06-16T06:49:40+05:30,2026-06-16T07:36:43+05:30
P-0006304,V-04,5,19.185542,72.852975,29.9,2026-06-16T06:49:50+05:30,2026-06-16T07:36:53+05:30
P-0006305,V-04,5,19.185402,72.853132,32.1,2026-06-16T06:50:00+05:30,2026-06-16T07:37:02+05:30
P-0006306,V-04,5,19.184681,72.852972,31.5,2026-06-16T06:50:10+05:30,2026-06-16T07:37:12+05:30
P-0006307,V-04,5,19.184138,72.853066,31.9,2026-06-16T06:50:20+05:30,2026-06-16T07:37:24+05:30
P-0006308,V-04,5,19.183587,72.853097,28.0,2026-06-16T06:50:30+05:30,2026-06-16T07:37:34+05:30
P-0006309,V-04,5,19.18358,72.852922,26.0,2026-06-16T06:50:40+05:30,2026-06-16T07:37:45+05:30
P-0006310,V-04,5,19.183067,72.853284,27.5,2026-06-16T06:50:50+05:30,2026-06-16T07:37:51+05:30
P-0006311,V-04,5,19.182387,72.853268,23.8,2026-06-16T06:51:00+05:30,2026-06-16T07:38:01+05:30
P-0006312,V-04,5,19.182006,72.85307,30.7,2026-06-16T06:51:10+05:30,2026-06-16T07:38:11+05:30
P-0006313,V-04,5,19.181353,72.853159,29.3,2026-06-16T06:51:20+05:30,2026-06-16T07:38:26+05:30
P-0006314,V-04,5,19.181331,72.852581,30.9,2026-06-16T06:51:30+05:30,2026-06-16T07:38:33+05:30
P-0006315,V-04,5,19.180669,72.852412,30.0,2026-06-16T06:51:40+05:30,2026-06-16T07:38:41+05:30
P-0006316,V-04,5,19.180438,72.852583,25.8,2026-06-16T06:51:50+05:30,2026-06-16T07:38:54+05:30
P-0006317,V-04,5,19.179699,72.85231,31.4,2026-06-16T06:52:00+05:30,2026-06-16T07:39:06+05:30
P-0006318,V-04,5,19.179485,72.852287,24.5,2026-06-16T06:52:10+05:30,2026-06-16T07:39:13+05:30
P-0006319,V-04,5,19.178803,72.852024,22.7,2026-06-16T06:52:20+05:30,2026-06-16T07:39:21+05:30
P-0006320,V-04,5,19.178541,72.852176,31.4,2026-06-16T06:52:30+05:30,2026-06-16T07:39:36+05:30
P-0006321,V-04,5,19.178305,72.851926,21.8,2026-06-16T06:52:40+05:30,2026-06-16T07:39:44+05:30
P-0006322,V-04,5,19.177559,72.851523,25.2,2026-06-16T06:52:50+05:30,2026-06-16T07:39:51+05:30
P-0006323,V-04,5,19.177045,72.851562,26.9,2026-06-16T06:53:00+05:30,2026-06-16T07:40:06+05:30
P-0006324,V-04,5,19.177003,72.851671,30.6,2026-06-16T06:53:10+05:30,2026-06-16T07:40:12+05:30
P-0006325,V-04,5,19.176155,72.851588,21.2,2026-06-16T06:53:20+05:30,2026-06-16T07:40:25+05:30
P-0006326,V-04,5,19.176201,72.851388,25.6,2026-06-16T06:53:30+05:30,2026-06-16T07:40:34+05:30
P-0006327,V-04,5,19.175549,72.851108,21.2,2026-06-16T06:53:40+05:30,2026-06-16T07:40:45+05:30
P-0006328,V-04,5,19.175226,72.851067,22.5,2026-06-16T06:53:50+05:30,2026-06-16T07:40:55+05:30
